transaction_id,customer_id,customer_name,email,transaction_date,product_category,quantity,unit_price,discount_pct,payment_method,country,shipping_weight,rating,is_returned,notes
5066,1182,Sara Aslam,sara.aslam@gmail.com,30/10/2024,electronics,2,2433.25,11.3,wallet,UAE,0.21,1.0,No,Reâ€™quested refund
5799,1163,Waqas Sheikh,waqas.sheikh@gmail.com,08-20-2025,Books,2,"$1,937.77",50.9,Bank_Transfer,Germany,0.37,5.0,No,N/A
5009,1169,Waqas Butt,waqas.butt@gmail.com,,sports,1,1724.25,7.2,Cash on Delivery,Saudi Arabia,8.58,4.0,Yes,Reâ€™quested refund
5709,1061,Nida Iqbal,nida.iqbal@gmail.com,28/01/2024,Home and Kitchen,7,2725.25,19.1,Bank Transfer,Saudi Arabia,1.68,5.0,No,N/A
5518,1041,Nimra Chaudhry,nimra.chaudhry@gmail.com,19 Dec 2024,Home and Kitchen,1,2335.27,57.2,wallet,Saudi Arabia,1.94 lbs,2.0,No,VIP customer - priority
5256,1063,Adeel Raza,adeel.raza@gmail.com,11-11-2024,Home & Kitchen,4,4869.14,213.8,Credit Card,UK,2.36,3.0,No,
5417,1158,Sara Iqbal,sara.iqbal@gmail.com,12 Aug 2025,Toys,1,2390.91,22.6,e-wallet,Saudi Arabia,1.28,1.0,no,
5445,1081,Waqas Iqbal,waqas.iqbal@gmail.com,12/11/2024,Sports,5,N/A,43.0,e-wallet,UAE,1.36,1.0,yes,Customer requested gift wrap
5680,1050,Sana Malik,sana.malik@gmail.com,2025-05-17,Sports,5,"$1,788.03",11.9,Cash on Delivery,Germany,1.16,1.0,no,N/A
5747,1200,Ahmed Butt,ahmed.butt@gmail.com,22/11/2024,Books,4,4467.32,3.4,CREDIT_CARD,USA,0.53,2.0,No,
5574,1155,Zara Malik,zara.malik@gmail.com,15/03/2025,beauty,7,"$1,678.57",22.9,Credit Card,UAE,0.25,2.0,no,Customer requested gift wrap
5635,1141,Ahmed Chaudhry,ahmed.chaudhry@gmail.com,08/07/2025,groceries,3,2326.73,56.9,cod,Pakistan,0.16,2.0,Yes,
5385,1153,Mariam Malik,mariam.malik@gmail.com,09-23-2024,groceries,7,1104.98,12.7,debit card,Pakistan,0.79,4.0,No,Customer requested gift wrap
5064,1097,Sana Butt,sana.butt@gmail.com,04-18-2024,sports,5,"$3,754.00",44.0,Bank_Transfer,UK,1.78,2.0,yes,Delivered on time
5564,1155,Zara Malik,zara.malik@gmail.com,2025-05-29,Groceries,4,3368.55,51.9,Bank_Transfer,Saudi Arabia,2.7,5.0,No,
5805,1161,ZARA MALIK,zara.malik@gmail.com,05-16-2025,Toy,1,3452.76,55.9,wallet,Saudi Arabia,9.73,5.0,No,  
5587,1095,Sara Butt,,11/05/2024,Home & Kitchen,1,1346.54,16.0,DC,UAE,3.24,5.0,No,
5112,1115,Mariam Malik,mariam.malik@gmail.com,10-30-2024,Home and Kitchen,7,918.96,16.7,Debit Card,Pakistan,14.09 lbs,5.0,no,VIP customer - priority
5785,1153,Mariam Malik,mariam.malik@gmail.com,2025-06-16,beauty,3,5197.81,30.5,e-wallet,Germany,4.41,1.0,No,Reâ€™quested refund
5220,1135,Sana Raza,sana.raza@mail,2025-02-01,Groceries,2,2081.34,21.8,debit card,Germany,0.74,3.0,Yes,Reâ€™quested refund
5484,1360,Unknown1360,unknown1360@gmail.com,,Groceries,5,1086.32,7.6,Bank_Transfer,Saudi Arabia,0.38,2.0,,VIP customer - priority
5403,1079,Hina Raza,hina.raza@gmail.com,02-23-2025,Sports,1,"PKR 4,090",39.9,COD,Pakistan,6.02,1.0,No,Packaging damaged  
5717,1135,Sana Raza,sana.raza@gmail.com,18 Dec 2024,ELECTRONICS,6,4269.63,14.8,Bank_Transfer,Pakistan,10.65 lbs,2.0,Yes,N/A
5641,1022,Alina Butt,alina.butt@gmail.com,04-23-2025,Sports,5,1417.65,-19.3,COD,UK,2.61,8.0,No,  
5327,1070,Zara Chaudhry,zara.chaudhry@gmail.com,05/08/2024,Beauty,2,PKR 973,36.1,Bank_Transfer,UAE,3.05,4.0,yes,N/A
5358,1004,Bilal Iqbal,bilal.iqbal@gmail.com,,Sport,5,$521.80,32.8,Bank Transfer,Pakistan,2.05,1.0,No,Customer requested gift wrap
5811,1157,Hina Sheikh,,01-13-2024,Books,4,1800.41,0.2,debit card,Pakistan,2.09,3.0,no,N/A
5538,1167,Zara Aslam,zara.aslamgmail.com,,Grocery,2,"$1,986.91",20.7,Bank_Transfer,Germany,0.28,3.0,yes,Delivered on time
5834,1022,Alina Butt,alina.butt@gmail.com,2025-01-31,ELECTRONICS,5,453.48,43.4,credit card,UK,1.44,1.0,No,VIP customer - priority
5492,1096,Imran Iqbal,imran.iqbal@gmail.com,,Sports,1,1156.77,4.2,cod,UK,1.27,4.0,No,
5722,1118,Hassan Farooq,hassan.farooq@mail,,Books,-2,2705.59,24.2,wallet,UAE,1.41,3.0,yes,Packaging damaged  
5051,1192,Nimra Sheikh,nimra.sheikh@gmail.com,04-01-2025,Beauty,6,3318.98,18.5,debit card,USA,0.76,1.0,no,Packaging damaged  
5186,1010,Iqra Chaudhry,iqra.chaudhry@gmail.com,20/06/2024,Sports,3,3335.62,11.8,Credit Card,UK,1.35,2.0,Y,  
5822,1063,Adeel Raza,adeel.razagmail.com,2025-02-04,BEAUTY,2,653.51,25.9,bank transfer,Pakistan,0.97,2.0,no,  
5056,1081,Waqas Iqbal,waqas.iqbal@gmail.com,07/10/2024,Grocery,3,762.85,48.2,CC,Germany,1.93,3.0,Yes,Updated note
5473,1007,Alina Farooq,alina.farooq@gmail.com,2025-04-30,books,4,819.48,6.8,COD,USA,2.33,2.0,Yes,Reâ€™quested refund
5779,1081,Waqas Iqbal,waqas.iqbal@gmail.com,02 Feb 2024,toys,1,963.39,35.2,Debit Card,Saudi Arabia,0.26,,Yes,  
5830,1152,Ayesha Aslam,ayesha.aslam@gmail.com,05-23-2025,Electronics,2,1739.99,56.0,Credit Card,Saudi Arabia,-3.25,5.0,No,Packaging damaged  
5188,1064,Bilal Farooq,bilal.farooq@gmail.com,2024-06-13,Home and Kitchen,-4,4366.06,45.5,COD,UK,1.15,4.0,No,Delivered on time
5664,1082,Nida Chaudhry,nida.chaudhry@gmail.com,2024-11-26,Books,7,3404.61,12.0,Debit Card,USA,2.94,1.0,no,Packaging damaged  
5430,1019,Adeel Aslam,adeel.aslam@gmail.com,2025-02-10,Electronics,7,3970.3,11.5,wallet,Saudi Arabia,4.4,4.0,no,N/A
5503,1030,Alina Iqbal,alina.iqbal@gmail.com,2024-09-03,Toys,3,1409.83,2.4,Bank_Transfer,Pakistan,0.31,2.0,No,  
5614,1001,Bilal Farooq,bilal.farooq@gmail.com,18/04/2024,Sports,5,"$1,543.81",25.8,Bank Transfer,USA,1.01,4.0,No,Packaging damaged  
5426,1183,Hina Raza,hina.raza@gmail.com,02-17-2025,BEAUTY,7,2351.22,28.1,e-wallet,USA,2.44,2.0,no,Delivered on time
5411,1098,Waqas Khan,waqas.khangmail.com,2024-06-22,Toys,3,"$4,772.19",32.6,debit card,Pakistan,0.78,3.0,No,VIP customer - priority
5688,1191,Ayesha Javed,ayesha.javed@gmail.com,2024-04-07,beauty,4,1059.23,16.5,wallet,Germany,2.43,4.0,no,Delivered on time
5367,1041,Nimra Chaudhry,nimra.chaudhry@gmail.com,2025-03-04,Groceries,6,2797.08,35.8,credit card,Saudi Arabia,2.8,4.0,Yes,Reâ€™quested refund
5452,1136,Ahmed Khan,ahmed.khan@gmail.com,02-05-2025,Toys,5,3837.73,35.4,e-wallet,Germany,2.89 lbs,3.0,no,N/A
5781,1023,Bilal Javed,bilal.javed@gmail.com,19 Feb 2024,Grocery,7,3996.68,52.4,credit card,UAE,2.41,3.0,Yes,N/A
5543,1023,Bilal Javed,bilal.javed@gmail.com,06 Jul 2025,Grocery,5,3493.18,161.0,Credit Card,Saudi Arabia,2.56,1.0,No,
5816,1052,Iqra Khan,iqra.khan@gmail.com,2027-09-10,Apparel,4,3098.86,19.7,wallet,Saudi Arabia,3.59 lbs,1.0,Yes,Packaging damaged  
5769,1046,Nida Aslam,nida.aslam@gmail.com,22/04/2025,Home & Kitchen,5,1127.88,17.6,CC,USA,0.33,4.0,No,VIP customer - priority
5074,1101,Omar Javed,omar.javed@gmail.com,2024-06-16,groceries,1,219.93,1.9,e-wallet,Saudi Arabia,1.37,3.0,No,Reâ€™quested refund
5531,1061,Nida Iqbal,nida.iqbal@gmail.com,2025-01-03,Toy,7,2353.79,3.4,e-wallet,USA,1.64,,No,N/A
5455,1130,Usman Raza,usman.raza@gmail.com,,home & kitchen,2,3905.34,11.3,credit card,Saudi Arabia,2.16 lbs,4.0,Yes,  
5128,1079,Hina Raza,hina.razagmail.com,01/08/2024,Groceries,3,1652.59,35.1,credit card,Germany,1.43,1.0,no,Customer requested gift wrap
5598,1030,Alina Iqbal,,2025-03-13,Book,3,"$1,843.59",58.8,e-wallet,Germany,5.03,,no,Packaging damaged  
,,,,,,,,,,,,,,
5109,1125,Kamran Khan,kamran.khan@gmail.com,08-15-2024,BEAUTY,4,"$1,921.45",42.3,Debit Card,Pakistan,3.48,5.0,,
5025,1056,Ahmed Farooq,ahmed.farooq@mail,,beauty,1,1068.94,17.7,credit card,Germany,2.37,,No,Packaging damaged  
5761,1198,Alina Aslam,alina.aslam@gmail.com,,Electronic,6,1034.69,38.1,cod,Saudi Arabia,5.58,5.0,No,Packaging damaged  
5323,1191,Ayesha Javed,ayesha.javed@gmail.com,2025-02-25,Groceries,1,1095.84,40.6,Cash on Delivery,UAE,3.97,4.0,Y,Customer requested gift wrap
5590,1037,Hassan Malik,hassan.malik@gmail.com,09/04/2024,Grocery,7,"$3,718.51",17.0,bank transfer,UK,0.78,,No,N/A
5507,1074,Ayesha Sheikh,ayesha.sheikh@gmail.com,11-22-2024,home & kitchen,6,837.89,13.4,cod,UK,0.67,2.0,No,
5707,1001,Bilal Farooq,bilal.farooq@gmail.com,2025-04-04,groceries,5,"$2,007.33",7.0,Bank Transfer,UK,0.61,2.0,yes,
5419,1170,Sara Javed,sara.javed@gmail.com,2024-12-15,beauty,2,352.48,36.3,cod,UK,7.5 lbs,4.0,No,Customer requested gift wrap
5627,1151,Omar Aslam,omar.aslam@gmail.com,2025-03-02,Toys,4,3810.64,15.7,Wallet,UAE,1.06 lbs,5.0,Yes,Delivered on time
5592,1001,Bilal Farooq,bilal.farooq@gmail.com,2025-03-20,Groceries,2,2562.29,12.9,bank transfer,Pakistan,4.04,3.0,No,  
5355,1054,Kamran Iqbal,kamran.iqbal@gmail.com,08 Dec 2024,groceries,6,1328.03,9.4,wallet,UAE,5.87,5.0,No,  
5259,1137,USMAN JAVED,usman.javed@gmail.com,03/01/2024,sports,1,2935.96,44.1,Credit Card,UK,1.32,5.0,no,Delivered on time
5362,1044,Bilal Butt,bilal.butt@gmail.com,02-11-2024,Clothing,3,1947.8,9.5,Wallet,UK,1.02,8.0,No,Packaging damaged  
5849,1020,AHMED IQBAL,ahmed.iqbal@gmail.com,2024-01-27,Home and Kitchen,3,6045.06,59.4,Bank Transfer,Pakistan,0.63,5.0,no,  
5218,1102,Hassan Iqbal,hassan.iqbal@gmail.com,,Clothing,4,"$3,710.31",19.6,COD,UAE,1.62,2.0,No,Customer requested gift wrap
5239,1102,Hassan Iqbal,hassan.iqbal@gmail.com,2027-08-05,Beauty,4,1434.02,45.6,CREDIT_CARD,UK,4.26,4.0,No,VIP customer - priority
5449,1118,Hassan Farooq,hassan.farooqgmail.com,10/05/2024,Book,7,5120.66,24.2,Debit Card,Germany,2.99,1.0,No,  
5099,1138,Nida Chaudhry,nida.chaudhry@gmail.com,06/12/2024,BEAUTY,2,"$1,081.39",36.9,debit card,UK,1.12,3.0,no,  
5795,1339,Unknown1339,unknown1339@gmail.com,05-16-2024,Sports,4,1945.92,57.2,cod,UAE,3.04 lbs,4.0,Yes,  
5192,1141,Ahmed Chaudhry,ahmed.chaudhry@gmail.com,04-30-2024,Toys,1,2405.43,41.5,Bank_Transfer,Pakistan,2.05,3.0,No,Reâ€™quested refund
5024,1187,Nida Butt,nida.butt@gmail.com,2024-08-05,groceries,3,3449.89,22.6,debit card,Saudi Arabia,2.73,,no,Packaging damaged  
5191,1162,Sana Javed,sana.javed@gmail.com,11-13-2024,Sports,2,3276.37,26.0,Bank Transfer,UK,2.27,2.0,No,Delivered on time
5272,1071,Waqas Sheikh,waqas.sheikh@gmail.com,01-28-2025,electronics,5,2091.3,19.6,cod,Pakistan,1.83,5.0,No,Packaging damaged  
5638,1051,Iqra Malik,iqra.malik@gmail.com,29/01/2024,Sports,2,3443.72,26.4,COD,Saudi Arabia,6.86 lbs,4.0,No,Customer requested gift wrap
5132,1068,Kamran Butt,kamran.butt@gmail.com,01/12/2024,apparel,6,2122.53,1.2,Bank_Transfer,UK,1.13,1.0,No,  
5271,1088,Imran Chaudhry,imran.chaudhry@gmail.com,27/01/2024,Clothing,7,4145.91,28.5,debit card,Saudi Arabia,3.17,3.0,No,Delivered on time
5252,1033,Nida Butt,nida.butt@gmail.com,01/03/2025,Electronic,1,1702.98,31.9,Cash On Delivery,UK,3.23,4.0,no,Reâ€™quested refund
5586,1112,Alina Sheikh,alina.sheikh@gmail.com,2024-05-03,Groceries,3,3705.93,44.7,Bank Transfer,Saudi Arabia,3.46,4.0,no,
5070,1063,Adeel Raza,adeel.raza@gmail.com,,electronics,6,1192.69,14.5,Bank Transfer,Germany,2.15,,Yes,Packaging damaged  
5484,1360,Unknown1360,unknown1360@gmail.com,,Groceries,5,1086.32,7.6,Bank_Transfer,Saudi Arabia,0.38,2.0,,Updated note
5115,1128,Imran Malik,imran.malik@gmail.com,08-08-2025,Book,2,1264.05,38.9,COD,Saudi Arabia,1.38,5.0,no,Packaging damaged  
5270,1116,Hassan Aslam,hassan.aslam@gmail.com,2027-11-03,Toy,5,1684.01,3.6,DC,UAE,0.4,7.0,no,N/A
5541,1196,Alina Malik,alina.malik@gmail.com,15/05/2025,books,4,"PKR 2,287",24.8,bank transfer,Saudi Arabia,1.73,4.0,no,Delivered on time
5675,1171,Sana Sheikh,sana.sheikh@gmail.com,22 Mar 2024,Sports,7,2540.49,45.8,cod,USA,1.35,3.0,No,N/A
5328,1186,Zara Iqbal,zara.iqbal@gmail.com,23/04/2024,Book,7,3534.97,48.0,CC,Saudi Arabia,3.39,5.0,No,Packaging damaged  
5637,1142,Imran Chaudhry,imran.chaudhry@gmail.com,06 Mar 2025,groceries,1,1951.89,59.8,credit card,Germany,1.39,,No,VIP customer - priority
5002,1011,Mariam Butt,mariam.butt@gmail.com,2024-03-24,ELECTRONICS,2,3031.53,36.0,Wallet,USA,5.27,5.0,yes,VIP customer - priority
5229,1050,Sana Malik,sana.malik@gmail.com,2025-05-20,groceries,7,3140.58,52.6,wallet,UAE,2.62,,,Delivered on time
5316,1067,Bilal Raza,bilal.raza@gmail.com,02/01/2024,sports,2,123.91,6.4,Debit Card,Pakistan,1.01,2.0,no,Packaging damaged  
5525,1075,Iqra Khan,iqra.khan@gmail.com,15/06/2024,Toys,5,1833.61,44.6,bank transfer,Germany,2.74,3.0,No,Delivered on time
5751,1021,Usman Farooq,usman.farooq@mail,,Toys,-4,unknown,46.0,Bank Transfer,UK,2.92,2.0,No,VIP customer - priority
5199,1098,Waqas Khan,waqas.khan@gmail.com,09-17-2024,Sport,6,1373.98,18.1,CREDIT_CARD,UAE,6.59,1.0,No,N/A
5595,1136,Ahmed Khan,ahmed.khangmail.com,2025-02-27,Toys,1,1933.79,28.4,Wallet,USA,0.96,4.0,No,  
5388,1107,Kamran Chaudhry,kamran.chaudhry@gmail.com,2024-08-26,ELECTRONICS,5,"$4,957.23",39.3,e-wallet,Saudi Arabia,1.31,,Yes,VIP customer - priority
5065,1047,Iqra Butt,iqra.butt@gmail.com,,Home&Kitchen,6,2511.39,31.6,Cash On Delivery,Saudi Arabia,3.44,5.0,,VIP customer - priority
5798,1193,Ayesha Malik,ayesha.malik@gmail.com,12 Mar 2025,Home & Kitchen,1,2630.65,56.4,Debit Card,Saudi Arabia,2.39,2.0,Yes,
5758,1052,Iqra Khan,,05-07-2024,home & kitchen,327,1611.51,4.8,bank transfer,Saudi Arabia,1.67,2.0,No,Delivered on time
5360,1329,Unknown1329,unknown1329@gmail.com,08/09/2024,Toys,6,2451.64,11.3,e-wallet,Germany,3.17,5.0,No,Packaging damaged  
5818,1181,Iqra Aslam,iqra.aslam@gmail.com,21 Dec 2024,books,5,3724.55,11.6,CREDIT_CARD,UAE,0.51,2.0,N,
5371,1039,Zara Sheikh,zara.sheikh@gmail.com,08-22-2024,Grocery,7,345.77,34.7,Cash on Delivery,Saudi Arabia,0.2,7.0,,VIP customer - priority
5577,1199,Ayesha Malik,ayesha.malik@gmail.com,04 Oct 2024,sports,1,2341.27,57.6,Debit Card,Germany,0.9,4.0,No,Packaging damaged  
5273,1099,Zara Malik,zara.malikgmail.com,2024-09-11,Clothing,5,2939.95,11.5,wallet,UK,1.35,2.0,no,Reâ€™quested refund
5748,1017,Bilal Raza,bilal.raza@gmail.com,,sports,1,3590.88,19.1,Cash on Delivery,UAE,4.11,4.0,No,  
5177,1194,Bilal Aslam,bilal.aslam@gmail.com,2025-02-25,Book,4,783.6,51.9,DC,UAE,1.41,1.0,yes,Packaging damaged  
5037,1009,Mariam Malik,mariam.malikgmail.com,05/01/2025,Toys,7,1480.67,11.5,DC,UK,0.46,2.0,No,Customer requested gift wrap
5202,1062,Imran Chaudhry,imran.chaudhry@gmail.com,2024-05-08,toys,1,2737.62,52.5,Cash on Delivery,UAE,1.42,3.0,No,Packaging damaged  
5236,1034,Nimra Butt,nimra.butt@gmail.com,05-28-2024,Book,5,2687.56,39.3,Debit Card,Pakistan,4.28,1.0,No,  
5149,1079,HINA RAZA,hina.raza@gmail.com,02-18-2024,BEAUTY,4,815.25,33.8,credit card,Germany,2.64,3.0,Yes,Delivered on time
5217,1357,Unknown1357,unknown1357@gmail.com,2025-06-14,Electronics,1,"$1,620.22",18.8,debit card,Pakistan,1.26,2.0,No,Reâ€™quested refund
5620,1066,Fahad Raza,fahad.raza@gmail.com,04-20-2024,Clothing,1,2731.85,57.4,Bank Transfer,Pakistan,1.0,3.0,No,Packaging damaged  
5666,1346,Unknown1346,unknown1346@gmail.com,07-23-2025,Apparel,6,"$2,893.57",28.8,cod,UAE,1.91,4.0,No,Packaging damaged  
5530,1115,Mariam Malik,mariam.malik@gmail.com,12/07/2024,Home&Kitchen,3,1854.73,30.8,credit card,UAE,2.6,3.0,no,  
5302,1067,Bilal Raza,bilal.raza@gmail.com,04-22-2024,Beauty,5,1128.43,35.0,CREDIT_CARD,USA,1.38,3.0,Yes,VIP customer - priority
5750,1151,Omar Aslam,omar.aslamgmail.com,2024-05-15,Toys,3,2036.33,32.3,Bank Transfer,USA,0.74,,no,VIP customer - priority
5801,1083,Nida Aslam,nida.aslam@gmail.com,,Electronics,5,3624.62,10.7,CC,USA,1.02,3.0,No,  
5500,1063,Adeel Raza,adeel.raza@gmail.com,08-05-2024,Grocery,6,"$4,890.46",176.5,wallet,Saudi Arabia,2.54 lbs,5.0,No,Reâ€™quested refund
5808,1061,Nida Iqbal,nida.iqbal@mail,2024-03-24,Sports,2,1537.72,37.7,bank transfer,Pakistan,1.41,1.0,No,Delivered on time
5347,1032,Omar Javed,omar.javedgmail.com,2024-08-05,Appearal,5,2010.1,52.3,Debit Card,UK,1.49,5.0,No,Packaging damaged  
5318,1055,Hassan Farooq,hassan.farooq@gmail.com,06-27-2024,Book,6,4074.71,9.0,Credit Card,UK,6.14,4.0,No,
5193,1050,Sana Malik,sana.malik@gmail.com,2024-03-02,books,1,2010.09,55.2,DC,UAE,2.96,3.0,No,Reâ€™quested refund
5235,1028,Hassan Khan,hassan.khan@gmail.com,24 Jun 2024,Clothing,5,"$2,063.12",15.8,cod,USA,1.6,6.0,No,N/A
5688,1191,Ayesha Javed,ayesha.javed@gmail.com,2024-04-07,beauty,4,1059.23,16.5,wallet,Germany,2.43,4.0,no,Delivered on time
5055,1155,Zara Malik,zara.malik@gmail.com,2025-08-19,Toys,3,2617.61,44.8,Wallet,USA,0.83,4.0,No,Reâ€™quested refund
5352,1034,Nimra Butt,nimra.buttgmail.com,08 Oct 2024,Home and Kitchen,3,unknown,43.1,Cash on Delivery,Saudi Arabia,1.94,1.0,No,  
5096,1018,Adeel Khan,adeel.khan@gmail.com,18/09/2024,BEAUTY,7,"$3,811.66",57.0,wallet,Pakistan,1.93,3.0,no,Packaging damaged  
5141,1049,Sara Iqbal,sara.iqbal@gmail.com,2024-08-03,Apparel,7,1056.01,34.3,bank transfer,Pakistan,8.88,4.0,N,
5608,1198,Alina Aslam,alina.aslam@gmail.com,,sports,5,?,239.0,Credit Card,UK,1.86,2.0,Yes,N/A
5754,1077,Nimra Sheikh,nimra.sheikh@gmail.com,2024-06-07,home & kitchen,4,674.82,27.0,DC,Germany,2.92,3.0,No,
5621,1093,Hassan Chaudhry,hassan.chaudhry@gmail.com,08-17-2025,Grocery,7,2416.87,25.1,Bank Transfer,UAE,2.49,4.0,No,N/A
5719,1048,Adeel Sheikh,adeel.sheikh@gmail.com,22 Jun 2024,Toy,3,"PKR 3,934",16.3,wallet,UAE,1.28 lbs,2.0,No,  
5120,1197,Omar Raza,omar.raza@gmail.com,2024-02-27,Electronic,2,1264.15,59.1,CREDIT_CARD,Germany,7.65 lbs,4.0,No,  
5379,1001,Bilal Farooq,bilal.farooq@gmail.com,2024-02-08,Beauty,409,1667.88,59.0,Bank_Transfer,Saudi Arabia,1.42,4.0,no,Reâ€™quested refund
5062,1094,Usman Butt,usman.butt@gmail.com,,Toys,6,837.53,13.0,Cash on Delivery,UK,1.15,3.0,No,Packaging damaged  
5660,1104,Kamran Javed,kamran.javed@gmail.com,23 Apr 2025,sports,2,2315.86,26.8,Wallet,Saudi Arabia,2.45,5.0,No,Reâ€™quested refund
5464,1093,Hassan Chaudhry,hassan.chaudhry@gmail.com,,beauty,2,1978.91,3.8,e-wallet,Saudi Arabia,2.92,3.0,No,  
5003,1107,Kamran Chaudhry,kamran.chaudhry@gmail.com,24 Mar 2024,apparel,2,1027.75,28.8,CC,Pakistan,3.61,2.0,Yes,Reâ€™quested refund
5058,1024,Nida Aslam,,17 Apr 2025,books,6,1537.59,47.7,cod,Germany,2.21,1.0,No,
5223,1089,Alina Malik,alina.malik@gmail.com,03-16-2025,Home and Kitchen,3,2627.65,4.3,Bank Transfer,Saudi Arabia,4.67 lbs,1.0,no,Customer requested gift wrap
,,,,,,,,,,,,,,
5101,1071,Waqas Sheikh,waqas.sheikh@gmail.com,06/11/2024,Home and Kitchen,7,490.47,183.5,e-wallet,UK,1.1,3.0,Yes,VIP customer - priority
5221,1101,Omar Javed,omar.javed@gmail.com,25/05/2025,Electronics,2,2089.19,57.0,CC,Pakistan,0.28,3.0,No,Reâ€™quested refund
5562,1133,Waqas Raza,waqas.raza@gmail.com,2025-07-24,Appearal,1,1383.33,27.9,Debit Card,Germany,3.84,5.0,No,Packaging damaged  
5489,1087,Kamran Farooq,kamran.farooq@gmail.com,2024-04-28,Home & Kitchen,2,$866.33,31.1,COD,UAE,3.18,,No,Reâ€™quested refund
5052,1049,Sara Iqbal,sara.iqbal@gmail.com,27 Mar 2025,home & kitchen,7,"$5,951.51",22.2,debit card,UK,1.08,3.0,no,
5017,1118,Hassan Farooq,hassan.farooq@gmail.com,09-13-2024,toys,4,1522.18,6.1,Cash On Delivery,UK,1.64,,Yes,VIP customer - priority
5306,1044,Bilal Butt,bilal.butt@gmail.com,2024-01-10,Sport,3,1575.58,53.8,bank transfer,UAE,2.98,5.0,no,N/A
5155,1037,Hassan Malik,hassan.malik@gmail.com,04-20-2024,Grocery,4,342.29,55.8,Cash on Delivery,UAE,3.22,5.0,No,N/A
5646,1061,Nida Iqbal,nida.iqbal@gmail.com,03 Jul 2024,Groceries,5,2155.8,18.1,debit card,UAE,9.16,2.0,No,Delivered on time
5248,1303,Unknown1303,unknown1303@gmail.com,2024-05-28,BEAUTY,7,2629.64,13.0,debit card,Saudi Arabia,2.13,3.0,No,VIP customer - priority
5249,1164,Sara Khan,sara.khan@gmail.com,,Electronics,1,"PKR 1,357",5.5,wallet,Saudi Arabia,3.98,2.0,no,VIP customer - priority
5712,1096,Imran Iqbal,imran.iqbal@gmail.com,01-16-2025,Clothing,1,"$1,223.84",33.7,debit card,Pakistan,2.07,8.0,No,N/A
5742,1061,Nida Iqbal,nida.iqbal@gmail.com,19/05/2025,Electronics ,5,2160.88,38.3,DC,UK,2.19,3.0,No,VIP customer - priority
5030,1198,Alina Aslam,alina.aslam@gmail.com,06-20-2025,toys,4,1761.91,24.2,CC,UAE,2.21,3.0,Yes,Delivered on time
5435,1040,Fahad Iqbal,fahad.iqbalgmail.com,10-18-2024,Electronic,1,2134.34,50.9,Cash On Delivery,UK,3.12,3.0,No,Customer requested gift wrap
5843,1061,Nida Iqbal,nida.iqbal@gmail.com,,Home and Kitchen,7,4967.22,54.4,Bank_Transfer,UK,5.92,2.0,no,Customer requested gift wrap
5117,1110,Nida Javed,nida.javed@gmail.com,06 Oct 2024,Home&Kitchen,1,2702.67,11.7,CC,Germany,1.85,1.0,No,N/A
5399,1080,Mariam Farooq,mariam.farooq@gmail.com,19 Aug 2024,Grocery,2,3111.69,13.5,wallet,Germany,5.55,3.0,No,VIP customer - priority
5116,1075,Iqra Khan,iqra.khan@gmail.com,10/01/2024,Books,3,4216.42,36.7,CREDIT_CARD,UAE,3.38,3.0,No,Reâ€™quested refund
5389,1045,Kamran Aslam,kamran.aslam@gmail.com,2025-04-09,Clothing,7,"$2,378.45",29.6,credit card,USA,3.67,2.0,No,
5792,1070,ZARA CHAUDHRY,zara.chaudhry@gmail.com,05-07-2024,Groceries,7,1844.72,56.4,wallet,USA,0.33,3.0,no,N/A
5457,1123,Sana Khan,sana.khan@gmail.com,2024-03-13,Beauty,2,"$1,843.10",38.7,Debit Card,Pakistan,3.62,5.0,No,N/A
5027,1176,Mariam Khan,mariam.khan@gmail.com,07-16-2024,Books,7,2902.39,46.6,bank transfer,Germany,2.71,3.0,No,VIP customer - priority
5307,1037,Hassan Malik,hassan.malik@gmail.com,16 Aug 2024,Book,3,3875.87,2.9,bank transfer,UK,-2.35,5.0,No,
5828,1022,Alina Butt,alina.butt@gmail.com,01-12-2025,Book,7,1471.96,-2.0,Bank Transfer,Pakistan,18.23 lbs,9.0,No,N/A
5514,1094,Usman Butt,usman.butt@gmail.com,14/11/2024,Grocery,1,3751.45,21.0,Cash On Delivery,USA,4.8,1.0,No,
5200,1080,Mariam Farooq,mariam.farooq@gmail.com,15/08/2025,beauty,3,1156.8,47.0,Credit Card,Pakistan,2.57,3.0,No,Reâ€™quested refund
5470,1061,Nida Iqbal,nida.iqbal@gmail.com,12-21-2024,beauty,7,1585.95,59.2,CC,Germany,-2.56,3.0,yes,Customer requested gift wrap
5706,1033,Nida Butt,nida.butt@gmail.com,23 Apr 2024,Toys,1,"PKR 3,711",41.7,CC,Saudi Arabia,6.1,,,Packaging damaged  
5790,1097,Sana Butt,sana.butt@gmail.com,2024-12-24,toys,1,1341.8,41.6,bank transfer,USA,4.49,5.0,no,Reâ€™quested refund
5694,1082,Nida Chaudhry,nida.chaudhry@gmail.com,2024-08-24,Home & Kitchen,6,$570.73,53.3,CREDIT_CARD,USA,5.48,,No,VIP customer - priority
5418,1045,Kamran Aslam,kamran.aslam@gmail.com,,toys,3,"$4,223.90",50.7,debit card,Pakistan,1.04,3.0,yes,
5681,1166,Mariam Butt,mariam.buttgmail.com,,groceries,3,1805.55,13.8,Cash On Delivery,UAE,0.54,4.0,No,  
